Total_LandUse_Points,grass_Count,residential_Count,water_Count,commercial_Count,military_Count,institutional_Count,construction_Count,retail_Count,wood_Count,industrial_Count,education_Count,forest_Count,meadow_Count,railway_Count,plant_nursery_Count,basin_Count,religious_Count,cemetery_Count,recreation_ground_Count,farmyard_Count,scrub_Count,farmland_Count,greenfield_Count,civic_Count,brownfield_Count,depot_Count,reservoir_Count,farmplots_Count,allotments_Count,greenhouse_horticulture_Count,event venue_Count,government_Count,mela ground_Count,cultural_centre_Count,place_of_worship_Count,grassland_Count,wetland_Count,Industrial_Count,Commercial_Count,Retail_Count,Green_Area_Count,Residential_Count,grass_Percentage,residential_Percentage,water_Percentage,commercial_Percentage,military_Percentage,institutional_Percentage,construction_Percentage,retail_Percentage,wood_Percentage,industrial_Percentage,education_Percentage,forest_Percentage,meadow_Percentage,railway_Percentage,plant_nursery_Percentage,basin_Percentage,religious_Percentage,cemetery_Percentage,recreation_ground_Percentage,farmyard_Percentage,scrub_Percentage,farmland_Percentage,greenfield_Percentage,civic_Percentage,brownfield_Percentage,depot_Percentage,reservoir_Percentage,farmplots_Percentage,allotments_Percentage,greenhouse_horticulture_Percentage,event venue_Percentage,government_Percentage,mela ground_Percentage,cultural_centre_Percentage,place_of_worship_Percentage,grassland_Percentage,wetland_Percentage
1603,573,322,187,135,86,57,47,39,28,24,14,8,8,7,6,6,6,6,6,5,5,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,24,135,39,588,322,35.74547723019339,20.087336244541483,11.665626949469745,8.42170929507174,5.364940736119776,3.5558328134747343,2.9320024953212727,2.432938240798503,1.7467248908296942,1.4971927635683093,0.8733624454148471,0.4990642545227698,0.4990642545227698,0.43668122270742354,0.37429819089207733,0.37429819089207733,0.37429819089207733,0.37429819089207733,0.37429819089207733,0.3119151590767312,0.3119151590767312,0.2495321272613849,0.2495321272613849,0.18714909544603867,0.18714909544603867,0.12476606363069245,0.12476606363069245,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623,0.06238303181534623
