Total_Industrial_Sites,Total_Industrial_Area_sq_km,Average_Industrial_Area_sq_km,Maximum_Industrial_Area_sq_km,Landuse_industrial_Count,Power_Plant_Count,Power_Plant_Area_sq_km,Named_Industrial_Count,Unnamed_Industrial_Count,Industrial_Area_Per_Site
95,18.560636998244096,0.19537512629730627,1.7404377946657725,95,4,1.6467677874716053,45,50,0.19537512629730627
